id,x,y
5238,8.566416897563817,47.805783504876182
5239,8.569753711816796,47.805751143952648
5240,8.573090521948375,47.805718687353782
5695,8.563032258754912,47.803567795353125
5696,8.566368935135303,47.803535531464441
5697,8.569705607407053,47.803503171904254
5698,8.573042275558006,47.803470716672813
6153,8.562984442404703,47.801319818362479
6154,8.566320976815422,47.801287555833021
6155,8.569657507118102,47.801255197636095
6156,8.572994033300590,47.801222743771881
6160,8.586340096585436,47.801091971647189
6163,8.596349600191301,47.800992888058694
6164,8.599686092974554,47.800959668864699
6165,8.603022581528201,47.800926354005561
6166,8.606359065840076,47.800892943481465
6167,8.609695545898028,47.800859437292594
6168,8.613032021689898,47.800825835439319
6611,8.562936630150364,47.799071839155715
6612,8.566273022603569,47.799039577985354
6613,8.569609410949340,47.799007221151527
6614,8.572945795175523,47.798974768654503
6615,8.576282175269952,47.798942220494482
6616,8.579618551220484,47.798909576671669
6617,8.582954923014952,47.798876837186342
6618,8.586291290641206,47.798844002038742
6619,8.589627654087092,47.798811071228997
6621,8.596300368389127,47.798744922624266
6622,8.599636719220966,47.798711704829685
6623,8.602973065823813,47.798678391373976
6624,8.606309408185513,47.798644982257322
6625,8.609645746293912,47.798611477479987
6626,8.612982080136852,47.798577877042185
6627,8.616318409702185,47.798544180944184
6637,8.649681467412915,47.798201958704176
6638,8.653017749122345,47.798167210359445
6639,8.656354026408316,47.798132366357322
7069,8.562888821991296,47.796823857736264
7070,8.566225072499146,47.796791597924859
7071,8.569561318900163,47.796759242454073
7072,8.572897561182193,47.796726791324083
7073,8.576233799333082,47.796694244535104
7074,8.579570033340675,47.796661602087447
7075,8.582906263192809,47.796628863981219
7076,8.586242488877344,47.796596030216747
7077,8.589578710382121,47.796563100794259
7078,8.592914927694984,47.796530075713861
7079,8.596251140803780,47.796496954975979
7080,8.599587349696360,47.796463738580677
7081,8.602923554360563,47.796430426528275
7082,8.606259754784244,47.796397018818979
7083,8.609595950955244,47.796363515453017
7084,8.612932142861412,47.796329916430622
7085,8.616268330490596,47.796296221752030
7095,8.649629968874692,47.795954013927961
7096,8.652966108654985,47.795919267046983
7097,8.656302244012462,47.795884424512678
7098,8.659638374934982,47.795849486325295
7527,8.562841017926901,47.794575874107544
7528,8.566177126501550,47.794543615655002
7529,8.569513230969971,47.794511261547065
7530,8.572849331320002,47.794478811784025
7531,8.576185427539496,47.794446266366023
7532,8.579521519616302,47.794413625293330
7533,8.582857607538264,47.794380888566131
7534,8.586193691293234,47.794348056184717
7535,8.589529770869056,47.794315128149265
7536,8.592865846253577,47.794282104460031
7537,8.596201917434650,47.794248985117200
7538,8.599537984400122,47.794215770121077
7539,8.602874047137838,47.794182459471877
7540,8.606210105635650,47.794149053169789
7541,8.609546159881404,47.794115551215071
7542,8.612882209862954,47.794081953607957
7543,8.616218255568141,47.794048260348717
7544,8.619554296984820,47.794014471437507
7553,8.649578474747125,47.793706066939329
7554,8.652914472610426,47.793671321521970
7555,8.656250466051565,47.793636480455326
7985,8.562793217956584,47.792327888273007
7986,8.566129184610187,47.792295631179257
7987,8.569465147158157,47.792263278434113
7988,8.572801105588345,47.792230830037866
7989,8.576137059888598,47.792198285990722
7990,8.579473010046772,47.792165646292865
7991,8.582808956050712,47.792132910944567
7992,8.586144897888262,47.792100079946053
7993,8.589480835547281,47.792067153297587
7994,8.592816769015618,47.792034130999291
7995,8.596152698281116,47.792001013051497
7996,8.599488623331631,47.791967799454440
7997,8.602824544155011,47.791934490208291
7998,8.606160460739105,47.791901085313313
7999,8.609496373071767,47.791867584769747
8000,8.612832281140848,47.791833988577750
8001,8.616168184934191,47.791800296737676
8002,8.619504084439654,47.791766509249705
8010,8.646191124661735,47.791492766050133
8011,8.649526985029571,47.791458117741811
8012,8.652862840988028,47.791423373787957
8013,8.656198692524976,47.791388534188847
8014,8.659534539628263,47.791353598944731
8015,8.662870382285735,47.791318568055814
8447,8.576088696379781,47.789950303412496
8448,8.579424504631469,47.789917665089419
8449,8.582760308729531,47.789884931119893
8450,8.586096108661822,47.789852101504223
8451,8.589431904416189,47.789819176242538
8452,8.592767695980484,47.789786155335150
8453,8.596103483342562,47.789753038782251
8454,8.599439266490268,47.789719826584061
8455,8.602775045411462,47.789686518740901
8456,8.606110820093988,47.789653115252889
8457,8.609446590525708,47.789619616120319
8458,8.612782356694463,47.789586021343418
8459,8.616118118588115,47.789552330922419
8460,8.619453876194511,47.789518544857515
8468,8.646139781246879,47.789244813187722
8469,8.649475499721371,47.789210166338734
8470,8.652811213787142,47.789175423848278
8471,8.656146923432045,47.789140585716616
8472,8.659482628643932,47.789105651943913
8473,8.662818329410662,47.789070622530446
8474,8.666154025720088,47.789035497476526
8905,8.576040337012428,47.787702318634963
8906,8.579376003369784,47.787669681686474
8907,8.582711665574124,47.787636949095635
8908,8.586047323613299,47.787604120862611
